Date,Day,Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Species
11-Mar-16,11,Mar,2016,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",Paddle and Boogie boarding,M,19,Lacerations to right foot and ankle,N,Unknown
10-Mar-16,10,Mar,2016,Unprovoked,FIJI,Vanua Levu,NA,Diving,M,45,FATAL,Y,Unknown
2-Mar-16,2,Mar,2016,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balne?rio Cambori?,Swimming,M,41,Minor injury to head,N,Tiger shark
22-Feb-16,22,Feb,2016,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Surfing,M,21,Puncture wounds to right thigh,N,Unknown
19-Feb-16,19,Feb,2016,Unprovoked,NEW CALEDONIA,South Province,Yate,Fishing,M,31,Forearm bitten,N,Unknown
5-Feb-16,5,Feb,2016,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,Walking,F,45,Foot nipped,N,Unknown
4-Feb-16,4,Feb,2016,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,Surfing,M,40,"No injury, shark bit board",N,Unknown
2-Feb-16,2,Feb,2016,Unprovoked,BRAZIL,Balne?rio Cambori?,Estaleirinho beach,Swimming,M,41,Lacerations to scalp,N,Tiger shark
25-Jan-16,25,Jan,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai,",Surfing,F,15,No injury,N,Unknown
23-Jan-16,23,Jan,2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Paddle and Boogie boarding,M,48,No injury,N,Tiger shark
5-Jan-16,5,Jan,2016,Unprovoked,AUSTRALIA,Queensland,Heron Island,Walking,M,11,Laceration to right calf,N,Blacktip shark
2-Jan-16,2,Jan,2016,Unprovoked,AUSTRALIA,Queensland,Miall Island,Fishing,M,31,Lacerations to arms & leg,N,Unknown
25-Dec-15,25,Dec,2015,Unprovoked,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,F,38,Lacerations to left forearm,N,Unknown
22-Dec-15,22,Dec,2015,Unprovoked,USA,Hawaii,La'aloa Beach Park,Paddle and Boogie boarding,M,71,"No injury, shark bit board",N,Unknown
21-Dec-15,21,Dec,2015,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Surfing,M,43,"No injury, shark leapt on surfboard",N,Bronze whaler shark
21-Dec-15,21,Dec,2015,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,Diving,M,32,Right hand & part of forearm removed,N,Tiger shark
11-Dec-15,11,Dec,2015,Unprovoked,BAHAMAS,NA,Off Andros Island,Fishing,M,26,"Bitten on thigh, abdomen & hand",N,Bull shark
8-Dec-15,8,Dec,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming,F,22,Lacerations to both hands and forearms,N,Unknown
20-Nov-15,20,Nov,2015,Unprovoked,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,M,55,Lacerations to left calf,N,Galapagos shark
15-Nov-15,15,Nov,2015,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,M,28,Lacerations to hand,N,Spinner shark
10-Nov-15,10,Nov,2015,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Surfing,M,20,Injury to left thigh,N,Bull shark
3-Nov-15,3,Nov,2015,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",Swimming,M,54,Laceration to right ankle,N,Unknown
1-Nov-15,1,Nov,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Walking,F,28,Injury to right ankle/calf & hand,N,Unknown
1-Nov-15,1,Nov,2015,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe,Fishing,M,19,"Arms severely injured, surgically amputated",N,Unknown
30-Oct-15,30,Oct,2015,Unprovoked,AUSTRALIA,Western Australia,Bald Island,Fishing,M,50,Minor injury,N,Unknown
28-Oct-15,28,Oct,2015,Unprovoked,USA,Hawaii,"Malaka, Oahu",Paddle and Boogie boarding,M,10,"Lacerations & puncture wounds to right thigh, calf & ankle",N,Unknown
25-Oct-15,25,Oct,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,Surfing,M,42,"Lacerations to right calf, knee & hip",N,White shark
21-Oct-15,21,Oct,2015,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,21,Lacerations to left hand,N,Unknown
19-Oct-15,19,Oct,2015,Unprovoked,USA,Florida,"Deerfield Beach, Broward County",Surfing,M,21,Left foot bitten,N,Spinner shark
17-Oct-15,17,Oct,2015,Unprovoked,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",Fishing,F,35,FATAL,Y,Unknown
17-Oct-15,17,Oct,2015,Unprovoked,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Swimming,M,44,Severe injuries to lower legs. Foot later surgically amputated.,N,Tiger shark
9-Oct-15,9,Oct,2015,Unprovoked,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Paddle and Boogie boarding,F,9,Laceration to forearm,N,Unknown
9-Oct-15,9,Oct,2015,Unprovoked,USA,Hawaii,"Leftovers, Oahu",Surfing,M,25,"Left leg severed below the knee, defense injuries to left hand",N,Tiger shark
7-Oct-15,7,Oct,2015,Unprovoked,AUSTRALIA,Western Australia,Pyramids Beach,Surfing,M,18,Foot injured,N,Unknown
5-Oct-15,5,Oct,2015,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",Paddle and Boogie boarding,M,22,2 lacerations to ankle,N,Unknown
5-Oct-15,5,Oct,2015,Unprovoked,USA,Texas,Galveston,Walking,M,13,Foot & hands bitten,N,Unknown
4-Oct-15,4,Oct,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Severe lacerations to left hand,N,Blacktip shark
29-Sep-15,29,Sep,2015,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,M,22,"Laceration to heel, puncture wounds to dorsum of foot",N,Blacktip shark
26-Sep-15,26,Sep,2015,Unprovoked,AUSTRALIA,Queensland,"Russel Island, Frankland Group",Snorkeling,F,7,Laceration to leg,N,Unknown
20-Sep-15,20,Sep,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Minor injury to left ankle,N,Juvenile shark
20-Sep-15,20,Sep,2015,Unprovoked,USA,Hawaii,"Upolu Point, North Kohala, Big Island",Fishing,M,27,Severe laceration to left leg,N,Tiger shark
20-Sep-15,20,Sep,2015,Unprovoked,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Walking,M,12,Significant injuries to leg,N,Unknown
17-Sep-15,17,Sep,2015,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,20,Injury to right foot,N,Unknown
8-Sep-15,8,Sep,2015,Unprovoked,AUSTRALIA,New South Wales,North Shelly Beach,Surfing,M,42,Minor laceration to hand,N,Unknown
6-Sep-15,6,Sep,2015,Unprovoked,USA,California,"El Pescador Beach, Los Angeles County",Paddle and Boogie boarding,F,50,"No injury, shark struck board, tossing her into the sea",N,White shark
5-Sep-15,5,Sep,2015,Provoked,USA,California,"Deer Creek Beach, Ventura County",Fishing,M,29,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,N,Hammerhead shark
4-Sep-15,4,Sep,2015,Unprovoked,AUSTRALIA,New South Wales,Hallidays Point,Surfing,M,62,Inuries to lower left leg & ankle,N,White shark
1-Sep-15,1,Sep,2015,Unprovoked,THAILAND,Phuket,Karon Beach,Walking,F,37,Left foot & ankle bitten,N,Unknown
29-Aug-15,29,Aug,2015,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,F,54,"No injury, surfboard bitten",N,White shark
29-Aug-15,29,Aug,2015,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",Surfing,M,21,"No injury, shark struk sufer's leg and his board",N,White shark
22-Aug-15,22,Aug,2015,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,M,38,Severe laceration to left buttock & thigh,N,Unknown
20-Aug-15,20,Aug,2015,Unprovoked,USA,South Carolina,"Murrells Inlet, Georgetown County",Surfing,M,15,"Injuries to left calf, arm and hand",N,Unknown
19-Aug-15,19,Aug,2015,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Walking,F,10,Lacerations to right leg,N,Unknown
18-Aug-15,18,Aug,2015,Boating,USA,California,Santa Barbara County,Fishing,M,22,"No injury, kayak bitten",N,White shark
10-Aug-15,10,Aug,2015,Provoked,USA,California,Cortes Bank,Fishing,M,57,Right hand bitten  PROVOKED INCIDENT,N,Hammerhead shark
31-Jul-15,31,Jul,2015,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,M,52,"Lacerations and puncture wounds to hip, thigh, arm and hand",N,White shark
28-Jul-15,28,Jul,2015,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,Surfing,M,47,Minor inuries to toes,N,Unknown
26-Jul-15,26,Jul,2015,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,25,Minor injury to sole of foot,N,Unknown
25-Jul-15,25,Jul,2015,Unprovoked,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",Diving,M,46,FATAL,Y,White shark
23-Jul-15,23,Jul,2015,Provoked,USA,California,"La Jolla, San Diego County",Fishing,M,31,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N,Mako shark
23-Jul-15,23,Jul,2015,Unprovoked,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Surfing,M,40,Left hand bitten,N,Bronze whaler shark
22-Jul-15,22,Jul,2015,Unprovoked,REUNION,NA,St. Leu,Surfing,M,45,Arm bitten,N,Bull shark
19-Jul-15,19,Jul,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,M,34,No injury,N,White shark
10-Jul-15,10,Jul,2015,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,38,"No injury, shark bumped & damaged board",N,White shark
4-Jul-15,4,Jul,2015,Unprovoked,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Fishing,F,23,Lacerations to lower leg & ankle,N,Unknown
3-Jul-15,3,Jul,2015,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,Surfing,M,52,"No injury, shark bit surfboard",N,White shark
2-Jul-15,2,Jul,2015,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Paddle and Boogie boarding,M,32,Significant injuries to lower legs,N,White shark
1-Jul-15,1,Jul,2015,Unprovoked,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",Swimming,M,68,"Injuries to torso, hip, lower leg & hands",N,Unknown
30-Jun-15,30,Jun,2015,Unprovoked,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",Playing in the water,M,12,Shallow lacerations & puncture to lateral left leg,N,Unknown
27-Jun-15,27,Jun,2015,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",Swimming,M,18,"Injuries to right calf, buttock and both hands",N,Bull shark
27-Jun-15,27,Jun,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,Paddle and Boogie boarding,M,19,"Right leg severed, multiple lacerations to left leg",N,White shark
26-Jun-15,26,Jun,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",Surfing,M,23,Multiple lacerations to torso & leg,N,White shark
26-Jun-15,26,Jun,2015,Unprovoked,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",Standing,M,43,Puncture wounds to foot,N,Unknown
25-Jun-15,25,Jun,2015,Provoked,AUSTRALIA,Western Australia,Rottnest Island,Swimming,M,19,Minor lacerations to forearm when he grabbed shark by its tail     PROVOKED INCIDENT,N,Wobbegong shark
25-Jun-15,25,Jun,2015,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Paddle and Boogie boarding,M,47,Multiple lacerations to back,N,Unknown
24-Jun-15,24,Jun,2015,Unprovoked,USA,North Carolina,Surf City,Swimming,M,6,Minor injury to foot,N,Tiger shark
24-Jun-15,24,Jun,2015,Invalid,AUSTRALIA,Western Australia,Denmark,Surfing,F,37,"Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force",N,White shark
23-Jun-15,23,Jun,2015,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",Standing,M,9,Minor injury to calf,N,Unknown
17-Jun-15,17,Jun,2015,Unprovoked,USA,Florida,Daytona Beach Shores,Swimming,M,10,Minor injury to calf,N,Unknown
14-Jun-15,14,Jun,2015,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Walking,M,16,Arm amputated below shoulder,N,Bull shark
14-Jun-15,14,Jun,2015,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Walking,F,12,Left arm amputated at elbow & severe injury to leg,N,Bull shark
11-Jun-15,11,Jun,2015,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Paddle and Boogie boarding,F,13,Minor lacerations to foot,N,Unknown
7-Jun-15,7,Jun,2015,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Playing in the water,M,11,Lacerations to right calf,N,Bull shark
1-Jun-15,1,Jun,2015,Unprovoked,REUNION,Le Port,Folette,Surfing,M,47,Left forearm bitten,N,Bull shark
29-May-15,29,May,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Standing,F,14,Left foot bitten,N,Unknown
29-May-15,29,May,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Walking,F,19,Minor lacerations to dorsum of right foot,N,Unknown
25-May-15,25,May,2015,Unprovoked,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,Fishing,M,19,Lacerations to right forearm,N,Unknown
24-May-15,24,May,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,13,"Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon",N,Unknown
20-May-15,20,May,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,2 puncture wounds to  dorsum of left foot,N,Unknown
9-May-15,9,May,2015,Unprovoked,NEW CALEDONIA,NA,Kouare,Snorkeling,M,50,FATAL,Y,Bull shark
2-May-15,2,May,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Diving,M,29,"Injuries to leg, left arm & both hands",N,White shark
29-Apr-15,29,Apr,2015,Unprovoked,USA,Hawaii,Kanahena Cove,Snorkeling,F,65,FATAL,Y,Unknown
26-Apr-15,26,Apr,2015,Unprovoked,USA,Florida,"Resident's Beach, Marco Island",Walking,M,63,Lacerations to left calf,N,Unknown
25-Apr-15,25,Apr,2015,Unprovoked,AUSTRALIA,South Australia,Fishery Bay,Surfing,M,26,Leg severed at mid-thigh,N,White shark
24-Jun-15,24,Jun,2015,Unprovoked,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",Surfing,M,71,"No injury, knocked off ski",N,White shark
12-Apr-15,12,Apr,2015,Unprovoked,REUNION,Saint-Gilles-les-Bains,Cap Homard,Surfing,M,13,FATAL,Y,Bull shark
3-Apr-15,3,Apr,2015,Unprovoked,USA,Florida,"3 miles off Jupiter, Palm Beach County",Fishing,M,70,Injuries to head & torso,N,Bull shark
26-Mar-15,26,Mar,2015,Boating,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Fishing,M,36,No injury but kayak bitten,N,White shark
21-Mar-15,21,Mar,2015,Unprovoked,EGYPT,NA,Marsa Alam,Swimming,M,52,FATAL,Y,Mako shark
18-Mar-15,18,Mar,2015,Unprovoked,USA,Hawaii,Hapuna Beach,Standing,M,58,Lacerations to left forearm. Lacerations to left hand and thigh,N,Tiger shark
16-Mar-15,16,Mar,2015,Unprovoked,FRENCH POLYNESIA,Bora Bora,Anau,Fishing,M,9,Hand bitten,N,Blacktip shark
10-Mar-15,10,Mar,2015,Provoked,MEXICO,Sinaloa,Mazlatan,Fishing,M,36,Right hand bitten by hooked shark PROVOKED INCIDENT,N,Unknown
14-Feb-15,14,Feb,2015,Unprovoked,REUNION,d??tang-Sal?,Ravine Mula,Swimming,F,22,FATAL,Y,Tiger shark
9-Feb-15,9,Feb,2015,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,Surfing,M,41,FATAL,Y,Unknown
8-Feb-15,8,Feb,2015,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",Surfing,M,35,Laceration & puncture wounds to right flank & hip,N,Unknown
27-Jan-15,27,Jan,2015,Provoked,USA,Hawaii,Lahaina,Fishing,M,20,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,Unknown
23-Jan-15,23,Jan,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon Beach,Floating,M,24,Foot bitten,N,Unknown
16-Jan-15,16,Jan,2015,Unprovoked,AUSTRALIA,New South Wales,"Mollymook Beach, Bannister Head",Playing in the water,M,17,Bitten on hand & wrist,N,Unknown
3-Jan-15,3,Jan,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,Surfing,M,15,"Lacerations to lower left leg, puncture wounds to sole of left foot",N,Raggedtooth shark
29-Dec-14,29,Dec,2014,Unprovoked,AUSTRALIA,Western Australia,Three Stripes near Cheynes Beach,Fishing,M,17,FATAL,Y,White shark
28-Dec-14,28,Dec,2014,Unprovoked,USA,California,"Monta?a de Oro State Park, San Luis Obispo County",Surfing,M,50,Injury to hip/leg,N,White shark
15-Dec-14,15,Dec,2014,Unprovoked,AUSTRALIA,Queensland,Rudder Reef,Fishing,M,17,FATAL,Y,Tiger shark
29-Nov-14,29,Nov,2014,Unprovoked,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",Surfing,M,13,Minor injuries to right leg,N,Unknown
20-Nov-14,20,Nov,2014,Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),NA,Fishing,M,39,"FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT",Y,Unknown
16-Nov-14,16,Nov,2014,Unprovoked,USA,Florida,"Indian Harbor Beach, Brevard County",Surfing,M,44,Laceration to left hand,N,Unknown
13-Nov-14,13,Nov,2014,Unprovoked,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Snorkeling,M,53,Laceration to left upper leg,N,Unknown
8-Nov-14,8,Nov,2014,Unprovoked,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,18,Minor injuries to hand & arm,N,Unknown
31-Oct-14,31,Oct,2014,Unprovoked,USA,Hawaii,"North Kohala, Hawaii County",Surfing,F,34,Lacerations to fingers,N,Tiger shark
29-Oct-14,29,Oct,2014,Provoked,AUSTRALIA,New South Wales,Wallabi Point,Surfing,M,20,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,N,Unknown
17-Oct-14,17,Oct,2014,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Surfing,F,13,"Lacerations to left calf & ankle, puncture wounds to left foot",N,Unknown
14-Oct-14,14,Oct,2014,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",Standing,F,7,Lacerations to left foot,N,Bull shark
5-Oct-14,5,Oct,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,29,Foot bitten,N,Blacktip shark
7-Oct-14,7,Oct,2014,Unprovoked,USA,Florida,"Cherie Down Park, Brevard County",Fishing,F,40,Thigh bitten,N,Unknown
5-Oct-14,5,Oct,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Foot bitten,N,Blacktip shark
2-Oct-14,2,Oct,2014,Unprovoked,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",Surfing,M,28,Lacerations to knee,N,Unknown
2-Oct-14,2,Oct,2014,Unprovoked,AUSTRALIA,Western Australia,"Kelpids Beach, Wylie Bay, Esperance",Surfing,M,23,"Left arm & right hand severed, lacerations to both legs",N,White shark
12-Sep-14,12,Sep,2014,Unprovoked,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,Fishing,F,36,Thumb & finger nipped,N,Blacktip shark
9-Sep-14,9,Sep,2014,Unprovoked,AUSTRALIA,New South Wales,"Clarkes Beach, Byron Bay",Swimming,M,50,FATAL,Y,Unknown
6-Sep-14,6,Sep,2014,Unprovoked,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",Fishing,M,43,Leg bitten,N,Bull shark
2-Sep-14,2,Sep,2014,Provoked,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",Fishing,M,52,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N,Unknown
31-Aug-14,31,Aug,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Paddle and Boogie boarding,F,13,Injury to left calf,N,Spinner shark
29-Aug-14,29,Aug,2014,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,17,Lacerations to shin,N,Unknown
28-Aug-14,28,Aug,2014,Provoked,USA,Maryland,Assateague National Seashore,Fishing,M,33,Lacerations to foot by hooked shark PROVOKED INCIDENT,N,Unknown
27-Aug-14,27,Aug,2014,Unprovoked,USA,North Carolina,"Figure Eight Island,  New Hanover County",Surfing,M,29,Laceration to left hand,N,Unknown
16-Aug-14,16,Aug,2014,Unprovoked,AUSTRALIA,Western Australia,Gnaraloo,Fishing,M,31,Lacerations to face and neck,N,Reef shark
9-Aug-14,9,Aug,2014,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,F,10,Puncture wounds to right foot & ankle,N,Unknown
8-Aug-14,8,Aug,2014,Unprovoked,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Swimming,M,7,Minor lacerations to left heel and big toe,N,Bull shark
6-Aug-14,6,Aug,2014,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Paddle and Boogie boarding,M,10,Lacerations to right leg & foot,N,Unknown
5-Aug-14,5,Aug,2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,45,Lacerations to  foot,N,Unknown
2-Aug-14,2,Aug,2014,Unprovoked,USA,Florida,"Table Beach, Brevard County",Paddle and Boogie boarding,M,8,Laceration to ankle,N,Unknown
1-Aug-14,1,Aug,2014,Unprovoked,SOUTH AFRICA,Western Cape Province,Muizenberg,Surfing,M,20,Lower limbs & thigh bitten,N,White shark
22-Jul-14,22,Jul,2014,Unprovoked,REUNION,Saint-Leu,NA,Surfing,M,51,Lacerations to right wrist & calf,N,Unknown
21-Jul-14,21,Jul,2014,Unprovoked,USA,Florida,"Indialantic, Brevard County",Standing,M,8,Lacerations to right knee,N,Unknown
16-Jul-14,16,Jul,2014,Unprovoked,USA,Hawaii,"Paia Bay, Maui",Swimming,M,61,Lacerations to left foot,N,Unknown
14-Jul-14,14,Jul,2014,Unprovoked,USA,Florida,Okaloosa Island,Swimming,M,39,Puncture wounds to foot,N,Unknown
9-Jul-14,9,Jul,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Lacerations to foot,N,Unknown
3-Jul-14,3,Jul,2014,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Paddle and Boogie boarding,M,19,Right hand bitten,N,Unknown
25-Jun-14,25,Jun,2014,Unprovoked,BAHAMAS,Abaco Islands,NA,Fishing,M,42,No injury but shark took his pole spear,N,Caribbean reef shark
18-Jun-14,18,Jun,2014,Unprovoked,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Paddle and Boogie boarding,M,15,Lacerations to knee,N,Unknown
9-Jun-14,9,Jun,2014,Unprovoked,USA,Delaware,"Cape Henlopen State Park, Sussex County",Standing,M,16,"Abrasion to right hand, lacerations to left forearm",N,Sand shark
9-Jun-14,9,Jun,2014,Unprovoked,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula",Paddle and Boogie boarding,M,39,Minor injury to torso,N,Bronze whaler shark
8-Jun-14,8,Jun,2014,Unprovoked,JAPAN,Atsumi peninsula,Aichi,Surfing,M,43,Left arm bitten,N,Unknown
1-Jun-14,1,Jun,2014,Unprovoked,USA,Florida,Fort Lauderdale,Swimming,F,22,Laceration to right lower leg,N,Bull shark
15-May-14,15,May,2014,Unprovoked,USA,Florida,"Juan Ponce de Le?n Landing, Melbourne Beach, Brevard County",Paddle and Boogie boarding,F,38,Calf bitten,N,Unknown
